Car_ID,Brand,Model,Year,Price_Lakh_INR,Fuel_Type,Transmission,Engine_CC,Mileage_or_Range,Safety_Rating,Airbags,ABS,ESP,Rear_Camera,Driver_Behavior,Road_Risk,Pothole_Risk,Engine_Temperature_C,Battery_Voltage_V,Brake_Condition,Tire_Pressure_PSI,Oil_Health_Percent,Maintenance_Risk,Maintenance_Risk_Score,Accident_Risk,Accident_Risk_Score,Overall_Safety_Score,Recommendation_Score,Recommendation
118,Hyundai,i20,2025,11.09,Diesel,Manual,1498,24.3,4,2,Yes,Yes,No,Normal,Medium,0.09,91.1,13.01,Moderate,30.9,95.5,Low,6.763711997756023,Medium,36.09006974787892,64,57.445,Consider
119,Renault,Triber,2026,6.23,Petrol,Manual,998,10.0,4,6,Yes,Yes,Yes,Normal,High,0.39,93.8,12.63,Good,32.1,85.4,Low,8.841664668250214,Medium,38.64685816749072,77,67.15,Recommended
120,Volkswagen,Taigun,2021,14.92,Petrol,Manual,1497,23.0,2,4,Yes,No,Yes,Aggressive,Medium,0.23,95.0,12.09,Good,32.7,77.5,Low,27.917295869214172,Medium,34.93864512293106,41,52.9,Consider
121,Hyundai,Exter,2019,13.39,Petrol,Automatic,998,18.3,4,4,Yes,Yes,No,Normal,Low,0.24,93.2,12.79,Moderate,31.9,81.0,Low,2.324077097338412,Low,11.05423208499773,78,67.845,Recommended
122,Honda,City,2023,15.56,Petrol,Manual,2198,15.5,4,6,Yes,Yes,Yes,Normal,Low,0.05,93.5,12.0,Good,31.7,100.0,Low,19.97651348520161,Low,1.2430014457095382,89,73.375,Recommended
123,Hyundai,i20,2021,8.83,CNG,Automatic,1597,27.4,4,6,Yes,Yes,No,Normal,Medium,0.31,87.7,11.62,Good,27.9,82.6,Low,21.652680876289203,Low,20.560642856932137,82,75.00999999999999,Highly Recommended
124,Maruti Suzuki,Swift,2025,7.21,Petrol,Manual,1498,22.4,4,6,Yes,Yes,Yes,Normal,Low,0.14,85.5,11.43,Good,29.7,100.0,Low,11.486106940533451,Low,7.034596801063786,88,73.96000000000001,Recommended
125,Volkswagen,Virtus,2021,13.0,Diesel,Manual,1290,14.0,4,6,Yes,Yes,Yes,Calm,Low,0.29,84.0,12.49,Good,28.2,93.4,Low,0.0,Low,12.209889468412628,88,72.7,Recommended
126,Volkswagen,Virtus,2026,9.95,CNG,Manual,1498,25.8,4,2,Yes,Yes,Yes,Normal,Low,0.19,106.2,12.33,Moderate,33.9,90.3,Low,8.819564233116443,Low,17.187349292279805,71,70.82,Recommended
127,Honda,Elevate,2025,17.54,Electric,Manual,0,316.7,3,2,Yes,No,Yes,Aggressive,Low,0.02,83.1,12.15,Good,35.3,87.9,Low,4.315647076380017,Low,19.555894877676646,54,71.17625,Recommended
128,Mahindra,XUV700,2020,13.08,Electric,Automatic,0,352.0,4,6,Yes,Yes,Yes,Risky,Medium,0.24,87.7,12.45,Good,32.3,90.7,Low,10.14368118137372,Medium,46.79099902198337,74,86.5,Highly Recommended
129,Maruti Suzuki,Fronx,2026,12.17,Petrol,Manual,1199,26.7,2,6,Yes,No,Yes,Normal,Low,0.14,95.1,12.72,Good,34.3,100.0,Low,4.343980419531269,Low,16.42103760597582,55,59.754999999999995,Consider
130,Kia,Seltos,2022,13.41,Petrol,Manual,1498,19.4,4,6,Yes,Yes,Yes,Normal,Medium,0.36,86.5,11.69,Good,33.7,76.9,Low,26.227911319589655,Medium,30.52940771916694,77,68.56,Recommended
131,Tata,Nexon,2025,10.99,Petrol,Manual,1597,18.4,3,2,Yes,No,No,Calm,Low,0.17,91.4,12.68,Good,34.0,77.3,Low,6.209432195924112,Low,8.1524347509784,57,53.410000000000004,Consider
132,Toyota,Hyryder,2019,11.63,Petrol,Automatic,1290,17.5,4,6,Yes,Yes,Yes,Normal,Medium,0.34,90.5,12.52,Poor,36.2,95.0,Low,17.292311988850994,Medium,38.60537941285968,61,66.075,Recommended
133,Renault,Kiger,2024,10.12,Petrol,Manual,1199,24.2,4,6,Yes,Yes,Yes,Normal,Low,0.23,81.1,12.94,Moderate,32.8,84.9,Low,10.256752340621588,Low,19.930872807452758,77,69.28,Recommended
134,Kia,Carens,2020,16.78,CNG,Automatic,1997,26.4,3,6,Yes,No,Yes,Aggressive,Low,0.0,95.3,12.26,Moderate,31.8,81.1,Low,15.159772892958243,Low,22.41002811658135,53,67.81,Recommended
135,Honda,Elevate,2024,9.2,Electric,Manual,0,395.3,4,6,Yes,Yes,Yes,Normal,Low,0.06,99.6,12.19,Moderate,35.8,81.2,Low,8.619876354942113,Low,15.579467475277626,79,85.37375,Highly Recommended
136,Honda,Elevate,2024,11.07,Petrol,Automatic,1497,15.5,4,4,Yes,No,No,Calm,Medium,0.19,86.5,12.8,Moderate,33.5,76.7,Low,3.308007111306896,Low,19.972653148481413,60,59.325,Consider
137,Honda,Amaze,2022,11.96,Electric,Manual,0,366.0,3,7,Yes,No,Yes,Calm,Medium,0.15,87.9,12.24,Good,29.6,75.3,Low,10.89407663278267,Low,13.966764454902952,64,77.525,Highly Recommended
138,Mahindra,XUV700,2025,14.91,Petrol,Automatic,1997,17.6,4,6,Yes,Yes,Yes,Normal,Low,0.16,86.3,12.66,Moderate,33.3,51.4,Low,19.279978157234794,Low,23.131454973236035,75,72.39,Recommended
139,Tata,Harrier,2020,9.22,Petrol,Automatic,1197,12.9,5,2,Yes,Yes,No,Calm,High,0.34,97.8,12.93,Good,32.4,83.9,Low,5.225088223433122,Medium,38.228841414226444,78,67.035,Recommended
140,Honda,Amaze,2023,10.32,Petrol,Automatic,1497,20.4,4,7,Yes,Yes,No,Calm,Medium,0.13,87.0,12.53,Good,32.4,93.6,Low,0.0,Low,18.3028018246594,88,72.66,Recommended
141,Tata,Punch,2020,7.69,Petrol,Automatic,1597,15.8,5,4,Yes,Yes,Yes,Risky,Medium,0.18,87.8,12.32,Good,31.4,100.0,Low,6.960354604871275,Medium,42.188248728830914,80,74.37,Recommended
142,Toyota,Hyryder,2024,17.18,Petrol,Manual,1199,22.7,4,2,Yes,Yes,Yes,Calm,Low,0.0,88.8,12.99,Good,33.6,83.0,Low,9.700741316161668,Low,9.48790199887603,79,69.95500000000001,Recommended
143,Volkswagen,Virtus,2019,11.82,Electric,Automatic,0,311.8,5,6,Yes,Yes,Yes,Aggressive,Medium,0.2,86.9,12.31,Good,33.4,71.0,Low,12.477483870831398,Low,29.95652432857473,88,91.2925,Highly Recommended
144,Toyota,Innova,2020,15.5,Petrol,Manual,1498,19.3,4,4,Yes,Yes,No,Normal,Medium,0.16,84.4,13.0,Moderate,30.6,86.4,Low,3.472394005451041,Low,29.49344988069178,71,59.845,Consider
145,Maruti Suzuki,Brezza,2019,9.07,Petrol,Manual,1498,16.0,5,2,Yes,Yes,Yes,Normal,Low,0.07,85.4,12.31,Good,32.0,70.0,Low,3.1877130757292367,Low,14.519478450091107,86,72.1,Recommended
146,Honda,Amaze,2021,11.05,Diesel,Manual,1497,17.9,4,2,Yes,No,Yes,Normal,High,0.3,94.9,12.94,Good,33.2,76.4,Low,13.481650023161954,Medium,38.9226892095225,53,57.535,Consider
147,Skoda,Slavia,2026,16.69,Petrol,Automatic,1498,21.6,3,6,Yes,No,Yes,Normal,Medium,0.3,86.9,13.14,Moderate,32.6,65.7,Low,19.8818832471777,Low,29.755930595886365,50,61.74,Recommended
148,Maruti Suzuki,Fronx,2020,4.5,Diesel,Manual,1199,18.6,3,4,Yes,No,Yes,Normal,Medium,0.23,92.0,11.67,Good,29.3,49.6,Medium,39.22490117011944,Low,14.628689513558268,54,58.09,Consider
149,Mahindra,Thar,2020,13.99,CNG,Manual,1597,27.7,5,6,Yes,Yes,Yes,Aggressive,Low,0.09,85.7,12.13,Good,31.8,68.1,Low,7.853775903377038,Low,17.958405088868847,93,81.005,Highly Recommended
150,Toyota,Hyryder,2023,15.78,Petrol,Manual,1997,14.1,4,2,Yes,Yes,Yes,Risky,Low,0.02,91.8,12.28,Moderate,32.0,44.5,Low,22.111824860778366,Medium,46.178391169040914,59,59.665,Consider
151,Tata,Harrier,2023,12.59,Petrol,Manual,2198,19.8,4,6,Yes,Yes,Yes,Normal,Medium,0.11,85.8,12.16,Poor,34.9,93.8,Low,18.3939029029149,Low,22.241867510842084,66,63.67,Recommended
152,Honda,Amaze,2024,8.95,Petrol,Automatic,1497,23.4,4,6,Yes,Yes,No,Normal,Low,0.18,96.2,11.97,Good,31.3,40.3,Low,33.35415229007094,Low,9.527529553925257,84,71.31,Recommended
153,Hyundai,i20,2021,15.5,Petrol,Manual,998,18.9,4,6,Yes,Yes,Yes,Risky,Medium,0.38,87.8,12.96,Good,31.9,69.2,Low,11.375619646831385,Medium,50.87199477765619,72,66.235,Recommended
154,Mahindra,XUV700,2024,16.82,Electric,Manual,0,316.4,4,4,Yes,Yes,Yes,Aggressive,Medium,0.18,89.5,13.21,Good,35.5,87.6,Low,12.47700669732343,Medium,33.36383113077978,74,80.165,Highly Recommended
155,Kia,Seltos,2024,18.69,Petrol,Manual,1197,21.9,5,2,Yes,Yes,Yes,Aggressive,High,0.33,74.2,12.98,Good,33.8,100.0,Low,0.0,Medium,47.91538806937138,75,68.035,Recommended
156,Volkswagen,Virtus,2022,14.67,Petrol,Manual,1497,20.3,4,6,Yes,Yes,No,Normal,Low,0.06,86.8,12.51,Poor,28.6,65.4,Low,33.474778774316945,Low,22.800661678018198,64,56.845,Consider
157,Maruti Suzuki,Dzire,2022,8.96,Petrol,Automatic,1197,19.5,3,4,Yes,No,Yes,Normal,Medium,0.15,84.6,12.59,Good,33.2,85.8,Low,9.414915902023242,Low,27.694237889060133,54,63.225,Recommended
158,Maruti Suzuki,Swift,2021,5.8,Petrol,Manual,1197,15.0,4,6,Yes,Yes,Yes,Normal,Medium,0.42,89.2,12.37,Good,32.6,84.5,Low,15.808556629295119,Low,24.018718140089724,81,69.7,Recommended
159,Tata,Curvv,2019,12.25,Diesel,Automatic,1597,18.4,3,2,Yes,No,Yes,Calm,Low,0.03,89.6,12.26,Moderate,33.8,60.6,Low,9.263173936590839,Low,12.216319968595474,49,60.81,Recommended
160,Maruti Suzuki,Dzire,2020,4.5,Diesel,Automatic,998,26.5,5,6,Yes,Yes,Yes,Risky,Medium,0.18,93.5,12.97,Good,32.1,89.4,Low,6.118992135054097,Medium,40.4259805626465,85,78.225,Highly Recommended
161,Volkswagen,Taigun,2026,15.24,Petrol,Manual,1597,20.0,4,4,Yes,Yes,Yes,Normal,Medium,0.23,92.8,12.75,Good,33.4,77.4,Low,11.374456976111999,Low,20.695422389254563,79,69.55000000000001,Recommended
162,Renault,Kiger,2019,7.58,Electric,Manual,0,321.0,5,2,Yes,Yes,No,Normal,Low,0.36,86.4,12.61,Good,32.9,90.5,Low,2.7554180347345802,Low,24.30687938847048,83,78.3875,Highly Recommended
163,Maruti Suzuki,Swift,2020,8.06,CNG,Automatic,1199,23.2,5,6,Yes,Yes,Yes,Calm,Low,0.16,91.9,12.8,Good,32.9,64.9,Low,10.13678508492994,Low,5.529164101998962,97,87.13,Highly Recommended
164,Mahindra,XUV 3XO,2019,15.38,Diesel,Manual,1498,23.3,5,7,Yes,Yes,Yes,Calm,Medium,0.1,83.0,12.75,Good,28.6,63.3,Low,9.228821570295803,Low,15.570779758932737,95,77.245,Highly Recommended
165,Volkswagen,Virtus,2021,11.41,Petrol,Manual,1290,18.6,3,7,Yes,No,Yes,Normal,Medium,0.17,96.1,12.36,Good,33.1,72.9,Low,14.933452652987647,Low,23.68179805538415,60,60.79,Recommended
166,Skoda,Slavia,2019,10.77,Petrol,Automatic,1197,15.4,4,6,Yes,Yes,Yes,Normal,Low,0.23,88.6,11.75,Good,32.6,69.1,Low,26.242118608363246,Low,14.3490132641253,83,75.66,Highly Recommended
167,Toyota,Innova,2026,10.04,CNG,Manual,1197,29.5,5,2,Yes,No,Yes,Normal,Low,0.19,79.9,13.0,Good,32.6,81.9,Low,8.760612794347903,Low,15.147826704240764,70,70.925,Recommended
168,Maruti Suzuki,Swift,2025,9.11,Diesel,Automatic,998,20.9,5,4,Yes,Yes,Yes,Normal,Low,0.05,85.6,12.55,Good,32.8,100.0,Low,0.0,Low,12.580571276126902,92,80.535,Highly Recommended
169,Volkswagen,Taigun,2019,7.99,Diesel,Automatic,1197,20.0,4,4,Yes,Yes,Yes,Normal,Low,0.06,85.2,13.28,Good,30.6,97.6,Low,0.0,Low,15.236399214936021,83,76.35,Highly Recommended
170,Honda,Elevate,2023,7.76,Petrol,Manual,1199,20.0,5,6,Yes,Yes,No,Calm,Low,0.08,89.1,12.75,Good,34.3,92.6,Low,18.03256097430142,Low,9.663833907071377,94,70.30000000000001,Recommended
171,Mahindra,Scorpio,2023,12.52,Petrol,Automatic,2198,21.3,4,4,Yes,Yes,No,Calm,Medium,0.31,93.4,11.78,Moderate,32.4,89.7,Low,29.855507474698854,Low,27.33562400470189,68,63.795,Recommended
172,Skoda,Slavia,2026,15.62,Electric,Automatic,0,351.0,3,6,Yes,No,Yes,Calm,Low,0.1,91.4,12.01,Good,31.1,89.5,Low,32.812765197433194,Low,11.12851295637896,60,80.1625,Highly Recommended
173,Toyota,Urban Cruiser,2021,14.27,Diesel,Manual,1197,18.2,4,6,Yes,Yes,Yes,Normal,High,0.32,84.3,12.04,Good,31.9,44.1,Medium,40.64253984650878,Medium,34.68670347684389,74,67.03,Recommended
174,Maruti Suzuki,Swift,2020,7.71,Petrol,Automatic,1290,19.4,3,4,Yes,No,Yes,Normal,Low,0.07,92.4,12.37,Poor,31.3,81.4,Low,29.334423594122924,Medium,30.913516527972515,35,54.66,Consider
175,Toyota,Innova,2024,12.2,Petrol,Manual,1597,13.6,3,4,Yes,No,No,Normal,Low,0.17,92.2,12.09,Good,27.4,70.6,Low,33.38490950351173,Low,16.699751558456413,54,51.34,Consider
176,Tata,Altroz,2026,13.03,CNG,Automatic,1498,30.0,4,4,Yes,Yes,Yes,Calm,Medium,0.13,88.5,12.55,Moderate,32.3,96.4,Low,1.2999701477440648,Low,22.138660020770658,74,77.80000000000001,Highly Recommended
177,Skoda,Kushaq,2022,13.14,Diesel,Manual,1997,22.6,5,7,Yes,No,No,Aggressive,Medium,0.12,91.7,12.21,Moderate,31.3,100.0,Low,10.76130150072795,Medium,37.58605268085896,66,58.089999999999996,Consider
178,Renault,Kiger,2026,7.64,Petrol,Manual,1197,22.4,4,2,Yes,Yes,Yes,Normal,Medium,0.34,82.1,12.61,Good,31.4,89.6,Low,4.149103065516495,Low,20.149435909595113,76,68.56,Recommended
179,Hyundai,Venue,2026,15.49,Petrol,Manual,2198,12.4,5,6,Yes,Yes,Yes,Normal,Medium,0.12,92.3,11.54,Good,34.8,78.3,Low,26.25031225019027,Low,24.957385015089397,87,72.00999999999999,Recommended
180,Tata,Curvv,2019,10.65,CNG,Automatic,1497,25.8,4,6,Yes,Yes,Yes,Normal,Low,0.24,87.7,12.95,Good,31.4,86.9,Low,3.36735979137569,Low,20.08854357631391,84,81.67,Highly Recommended
181,Kia,Carens,2019,9.41,CNG,Manual,1497,26.3,3,6,Yes,No,No,Calm,Low,0.21,90.5,12.36,Good,31.8,78.2,Low,11.164092633600687,Low,7.290529037363472,65,62.195,Recommended
182,Renault,Kwid,2023,12.55,Petrol,Manual,1197,20.3,3,4,Yes,No,No,Normal,Medium,0.32,90.5,12.71,Poor,34.3,73.0,Low,34.01546226805454,Medium,34.143320072055545,33,42.894999999999996,Not Recommended
183,Toyota,Hyryder,2020,11.5,Diesel,Automatic,1597,19.1,5,2,Yes,Yes,Yes,Normal,Low,0.2,76.1,12.92,Good,31.5,84.1,Low,8.470994059971263,Low,10.694627292684366,87,78.015,Highly Recommended
184,Toyota,Glanza,2020,16.44,CNG,Manual,1290,30.0,3,4,Yes,No,Yes,Normal,Low,0.18,90.5,12.47,Good,27.3,83.1,Low,7.095264218260945,Low,15.830303371299264,58,65.6,Recommended
185,Kia,Sonet,2021,10.47,Petrol,Manual,1197,20.1,3,4,Yes,No,Yes,Normal,Medium,0.22,97.4,13.31,Good,31.1,100.0,Low,1.562227593352402,Low,21.11545634256105,57,59.665000000000006,Consider
186,Renault,Kiger,2023,4.5,Petrol,Manual,1290,24.1,5,4,Yes,Yes,Yes,Normal,Medium,0.27,82.6,12.24,Good,27.4,90.9,Low,9.14296807091283,Low,21.59462340094463,87,73.765,Recommended
187,Maruti Suzuki,Swift,2025,5.9,Petrol,Automatic,1290,22.7,5,6,Yes,Yes,No,Aggressive,Medium,0.28,96.3,12.21,Good,31.6,58.6,Low,16.32204924920878,Medium,40.945517831507296,83,70.755,Recommended
188,Renault,Triber,2023,10.58,Electric,Manual,0,314.4,3,6,Yes,No,Yes,Calm,High,0.37,98.0,12.62,Good,33.8,87.3,Low,10.184672385913553,Medium,34.46859713553766,55,71.53999999999999,Recommended
189,Renault,Kwid,2019,6.49,CNG,Manual,1597,23.7,4,2,Yes,Yes,No,Normal,Low,0.13,91.4,12.74,Good,27.2,57.6,Low,25.407607184068354,Low,8.411164959691856,77,67.205,Recommended
190,Kia,Carens,2019,8.05,CNG,Manual,1199,25.4,3,7,Yes,No,Yes,Aggressive,Medium,0.43,97.5,12.82,Moderate,27.2,58.2,Low,24.793964280513563,Medium,40.44097567950088,47,59.96,Consider
191,Mahindra,XUV700,2020,9.12,Diesel,Automatic,1497,18.3,4,6,Yes,Yes,Yes,Calm,Medium,0.21,86.1,12.71,Good,31.6,79.2,Low,3.3710488513333585,Low,15.757267827341897,86,77.445,Highly Recommended
192,Hyundai,Creta,2020,10.14,Petrol,Manual,1997,21.4,5,6,Yes,Yes,Yes,Calm,Low,0.14,89.7,12.17,Moderate,38.0,72.4,Low,10.014973577124737,Low,12.015178942610952,88,73.81,Recommended
193,Mahindra,Scorpio,2019,11.03,CNG,Manual,1197,22.7,5,6,Yes,Yes,Yes,Normal,Low,0.06,97.1,12.37,Moderate,31.6,89.4,Low,6.122896846221712,Low,14.213101188825178,88,78.005,Highly Recommended
194,Kia,Sonet,2023,10.53,Electric,Manual,0,371.8,4,4,Yes,Yes,Yes,Normal,Low,0.21,94.5,12.7,Good,33.9,71.4,Low,5.54050544154333,Low,15.881448503370494,82,85.8425,Highly Recommended
195,Volkswagen,Virtus,2023,13.23,Petrol,Automatic,1199,18.8,4,6,Yes,Yes,Yes,Calm,Low,0.02,85.7,12.52,Poor,30.8,70.8,Medium,37.963627792314306,Low,16.900843389126965,65,68.07,Recommended
196,Toyota,Hyryder,2020,7.32,Petrol,Automatic,998,15.3,4,7,Yes,Yes,Yes,Normal,Low,0.2,69.6,12.13,Good,31.8,84.1,Low,6.902701430632771,Low,12.780528548026371,88,77.89500000000001,Highly Recommended
197,Renault,Triber,2023,5.65,Diesel,Manual,1597,20.8,5,6,Yes,Yes,Yes,Aggressive,Low,0.1,85.7,12.38,Good,32.6,81.5,Low,0.8488824481008255,Low,19.13003969049906,93,75.97,Highly Recommended
198,Hyundai,Venue,2021,13.5,Electric,Manual,0,381.8,4,2,Yes,Yes,Yes,Normal,Low,0.27,88.6,11.45,Good,38.0,91.0,Low,19.095555280957054,Low,17.764426057722225,75,83.0675,Highly Recommended
199,Honda,Elevate,2020,10.07,Diesel,Manual,1199,17.6,4,6,Yes,Yes,No,Risky,Medium,0.35,76.0,12.01,Poor,36.2,82.7,Medium,48.869289600911955,High,61.07014760669223,48,49.24,Consider
200,Tata,Nexon,2024,6.36,Petrol,Manual,1290,17.6,4,6,Yes,No,Yes,Normal,Low,0.15,96.7,12.16,Good,29.5,71.8,Low,11.909478886276856,Low,10.096567117251443,72,66.03999999999999,Recommended
201,Toyota,Glanza,2023,10.18,Petrol,Manual,1290,13.4,5,7,Yes,No,Yes,Calm,Low,0.0,86.4,11.77,Good,28.0,62.3,Low,27.991995725792478,Low,0.013358093108478464,83,70.36,Recommended
202,Tata,Curvv,2025,6.59,Petrol,Manual,998,18.1,4,2,Yes,Yes,Yes,Aggressive,Low,0.03,92.7,12.51,Good,34.0,56.7,Low,9.333888962711983,Low,18.577837125037888,76,67.915,Recommended
203,Toyota,Urban Cruiser,2021,18.95,Electric,Automatic,0,371.8,5,6,Yes,No,Yes,Normal,Medium,0.2,82.1,12.82,Moderate,31.9,97.6,Low,0.0,Low,27.778186500768342,69,84.9925,Highly Recommended
204,Mahindra,XUV 3XO,2023,15.63,Electric,Manual,0,351.4,4,6,Yes,Yes,Yes,Normal,Medium,0.33,91.6,12.3,Good,30.0,63.1,Low,8.492917558457835,Low,23.127782372859173,83,85.5275,Highly Recommended
205,Tata,Altroz,2023,10.55,Petrol,Automatic,1597,16.7,4,2,Yes,Yes,Yes,Calm,Low,0.1,85.5,11.88,Good,30.4,61.1,Medium,35.814619833438314,Low,12.78651147594804,74,71.805,Recommended
206,Mahindra,XUV 3XO,2021,12.24,Diesel,Automatic,998,22.8,5,2,Yes,Yes,No,Normal,Low,0.19,89.9,13.51,Moderate,31.2,73.2,Low,11.728483597426765,Low,15.44792327829726,79,68.97,Recommended
207,Mahindra,XUV700,2021,18.21,Electric,Manual,0,444.8,4,6,Yes,Yes,No,Aggressive,Low,0.14,90.5,11.89,Moderate,29.8,63.5,Low,29.805879930137486,Medium,31.33884256836002,71,75.95,Highly Recommended
208,Honda,Elevate,2023,12.61,Petrol,Automatic,1197,21.1,4,6,Yes,Yes,Yes,Normal,Low,0.13,86.9,12.49,Moderate,29.6,75.8,Low,7.643660149887817,Low,15.335242900559999,79,74.715,Recommended
209,Renault,Kwid,2022,8.7,Petrol,Manual,1199,17.1,4,6,Yes,Yes,Yes,Normal,Low,0.17,87.3,12.61,Good,30.4,68.6,Low,11.897156989751812,Low,15.061118761061815,85,71.815,Recommended
210,Honda,Elevate,2019,8.79,Petrol,Automatic,1199,18.4,5,6,Yes,No,Yes,Risky,Low,0.09,84.4,13.0,Poor,32.2,72.4,Low,34.790948340534314,Medium,46.720968560656594,48,60.36,Recommended
211,Volkswagen,Virtus,2026,19.73,Diesel,Automatic,1997,21.2,3,2,Yes,No,Yes,Normal,Medium,0.29,91.1,12.4,Good,32.4,66.3,Low,21.597061611875127,Low,23.393282481557936,50,61.68,Recommended
212,Maruti Suzuki,Fronx,2019,6.54,Petrol,Manual,1597,21.0,4,2,Yes,Yes,Yes,Normal,Low,0.2,83.1,12.17,Good,33.8,63.0,Low,14.733563195179762,Low,16.987387242537178,76,68.35,Recommended
213,Kia,Sonet,2025,9.12,Petrol,Manual,1197,22.6,4,2,Yes,Yes,No,Calm,Medium,0.24,80.9,12.64,Good,38.0,82.3,Low,4.291875764668178,Low,25.480111671148418,74,61.690000000000005,Recommended
214,Hyundai,Creta,2022,4.8,Diesel,Automatic,1199,19.8,4,2,Yes,Yes,Yes,Normal,Low,0.23,95.4,12.71,Good,28.7,86.0,Low,0.8726445103355305,Low,13.697731915725583,79,74.52000000000001,Recommended
215,Toyota,Urban Cruiser,2024,15.21,CNG,Automatic,1497,28.2,4,6,Yes,No,Yes,Aggressive,Medium,0.18,90.9,12.65,Moderate,30.0,96.1,Low,2.211075239020702,Medium,32.93196434758806,59,70.78,Recommended
216,Hyundai,Verna,2026,10.3,Petrol,Automatic,1197,16.5,5,7,Yes,Yes,Yes,Calm,Medium,0.15,90.0,11.76,Good,32.8,65.9,Low,21.98916214351363,Low,20.162438011788304,92,79.875,Highly Recommended
217,Hyundai,Exter,2020,11.96,Petrol,Manual,1197,22.9,4,7,Yes,Yes,No,Normal,Medium,0.22,97.7,13.04,Moderate,36.3,72.2,Low,21.694867243146902,Medium,30.5700617741422,74,61.73500000000001,Recommended
218,Maruti Suzuki,Dzire,2026,10.09,Petrol,Manual,1497,25.8,5,6,Yes,Yes,No,Calm,Low,0.22,92.2,12.59,Good,31.8,87.6,Low,5.595674264724891,Low,7.005900098589436,97,72.52,Recommended
219,Honda,Elevate,2022,14.15,Electric,Automatic,0,377.5,5,2,Yes,Yes,Yes,Aggressive,Medium,0.16,94.9,11.72,Moderate,35.8,72.5,Low,33.534063837131555,Medium,42.67634833940411,66,83.85625,Highly Recommended
220,Volkswagen,Virtus,2024,10.19,Petrol,Manual,1290,16.2,5,4,Yes,Yes,Yes,Normal,Low,0.27,90.8,12.33,Good,31.4,72.3,Low,5.302704471523681,Low,21.033795376985424,88,73.03,Recommended
221,Hyundai,i20,2025,12.82,Electric,Manual,0,443.1,4,6,Yes,Yes,Yes,Normal,Low,0.05,97.0,12.53,Good,31.3,68.1,Low,23.052847249377056,Low,10.247232571795678,85,88.25,Highly Recommended
222,Honda,Amaze,2023,10.88,Petrol,Manual,2198,19.0,5,2,Yes,Yes,Yes,Calm,Low,0.12,89.7,12.49,Good,33.5,69.9,Low,5.796568321804118,Low,20.495125810489565,84,71.65,Recommended
223,Kia,Seltos,2023,8.55,Petrol,Manual,1197,17.5,4,4,Yes,Yes,Yes,Normal,Medium,0.34,95.2,12.76,Good,32.4,70.9,Low,12.930197857526457,Low,24.80051096365776,77,68.275,Recommended
224,Honda,Amaze,2022,8.82,Petrol,Manual,1497,20.3,2,6,Yes,No,Yes,Normal,Low,0.03,88.6,11.84,Good,30.1,90.7,Low,21.441945247815415,Low,8.808534352894156,55,58.795,Consider
225,Tata,Curvv,2023,8.06,Petrol,Manual,1197,11.3,4,4,Yes,Yes,Yes,Calm,Low,0.07,80.0,13.3,Moderate,26.5,55.3,Low,14.983271633212569,Low,10.510239151710302,76,66.89500000000001,Recommended
226,Renault,Kwid,2021,8.07,Electric,Manual,0,389.7,4,6,Yes,Yes,No,Calm,Low,0.22,80.5,12.08,Moderate,32.6,79.0,Low,25.027940903844097,Low,11.343723228458883,78,78.71375,Highly Recommended
227,Renault,Triber,2022,5.44,Petrol,Manual,1997,18.7,4,4,Yes,Yes,No,Calm,Low,0.11,93.2,12.16,Moderate,29.8,96.5,Low,4.382046737253379,Low,14.668214106723552,76,62.005,Recommended
228,Hyundai,Exter,2025,6.78,CNG,Manual,2198,22.0,4,6,Yes,Yes,Yes,Normal,Low,0.0,91.7,12.67,Good,34.1,71.7,Low,14.845350466372428,Low,4.409344476219286,88,77.9,Highly Recommended
229,Mahindra,XUV 3XO,2021,13.04,Petrol,Automatic,1197,19.4,4,2,Yes,Yes,Yes,Normal,Medium,0.2,78.6,12.68,Moderate,38.0,68.7,Low,9.616027131624085,Low,25.696965902247136,68,69.50999999999999,Recommended
230,Renault,Kwid,2020,10.06,Diesel,Automatic,1498,24.0,4,4,Yes,Yes,Yes,Aggressive,Low,0.06,100.5,12.9,Good,33.3,81.9,Low,9.001876190126303,Low,25.23265686891269,78,74.7,Recommended
231,Honda,Elevate,2024,12.49,CNG,Manual,998,25.2,5,4,Yes,Yes,Yes,Normal,High,0.3,82.9,12.06,Good,28.6,70.8,Low,19.458170885728574,Medium,38.96168541651236,79,74.33000000000001,Recommended
232,Mahindra,XUV700,2024,10.28,Petrol,Automatic,1597,16.5,5,6,Yes,Yes,Yes,Normal,Low,0.11,96.9,12.16,Good,34.4,90.1,Low,6.116936662396642,Low,11.044376476589367,95,81.225,Highly Recommended
233,Hyundai,Creta,2019,5.78,Diesel,Automatic,1497,20.6,5,4,Yes,Yes,Yes,Normal,Low,0.23,94.4,12.63,Good,28.3,77.9,Low,11.766684844670305,Low,10.941779812824313,90,79.59,Highly Recommended
234,Hyundai,Venue,2021,15.82,Electric,Automatic,0,365.0,3,6,Yes,No,No,Calm,Low,0.1,96.7,12.56,Good,34.5,67.8,Low,11.177739411978928,Low,9.433410604056144,64,76.4875,Highly Recommended
235,Toyota,Urban Cruiser,2019,14.32,Petrol,Manual,1290,14.6,4,6,Yes,Yes,Yes,Calm,Low,0.16,88.8,11.2,Good,33.6,84.7,Low,24.842070268957098,Low,15.768646767721624,83,70.53999999999999,Recommended
